ISDN,site.name,Hospital,date,p_eivt2ivt,,p_eivt2ivt represents the percentage of eligible tpa patients that received ivt
Wessex,Southern Health NHS Foundation Trust,Lymington New Forest Hospital,Apr 2021-Mar 2022,.,,
Wessex,Southern Health NHS Foundation Trust,Lymington New Forest Hospital,Apr 2022-Mar 2023,.,,
Wessex,Southern Health NHS Foundation Trust,Lymington New Forest Hospital,Apr 2023-Mar 2024,.,,
West of England,Gloucestershire Health and Care NHS Foundation Trust,Vale Specialist Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
West of England,Gloucestershire Health and Care NHS Foundation Trust,Vale Specialist Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
West of England,Gloucestershire Health and Care NHS Foundation Trust,Vale Specialist Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
West of England,Gloucestershire Health and Care NHS Foundation Trust,Vale Specialist Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
West of England,Gloucestershire Health and Care NHS Foundation Trust,Vale Specialist Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
West of England,Great Western Hospitals NHS Foundation Trust,Forest Ward - Swindon Intermediate Care Centre,Apr 2019-Mar 2020,.,,
West of England,Great Western Hospitals NHS Foundation Trust,Forest Ward - Swindon Intermediate Care Centre,Apr 2020-Mar 2021,.,,
West of England,Great Western Hospitals NHS Foundation Trust,Forest Ward - Swindon Intermediate Care Centre,Apr 2021-Mar 2022,.,,
West of England,Great Western Hospitals NHS Foundation Trust,Forest Ward - Swindon Intermediate Care Centre,Apr 2022-Mar 2023,.,,
West of England,Great Western Hospitals NHS Foundation Trust,Forest Ward - Swindon Intermediate Care Centre,Apr 2023-Mar 2024,.,,
West of England,Sirona Care & Health,South Bristol Community Hospital,Apr 2019-Mar 2020,.,,
West of England,Sirona Care & Health,South Bristol Community Hospital,Apr 2020-Mar 2021,.,,
West of England,Sirona Care & Health,South Bristol Community Hospital,Apr 2021-Mar 2022,.,,
West of England,Sirona Care & Health,South Bristol Community Hospital,Apr 2022-Mar 2023,.,,
West of England,Sirona Care & Health,South Bristol Community Hospital,Apr 2023-Mar 2024,.,,
West of England,Somerset NHS Foundation Trust,Somerset Community Stroke Rehabilitation Units,Apr 2019-Mar 2020,.,,
West of England,Somerset NHS Foundation Trust,Somerset Community Stroke Rehabilitation Units,Apr 2020-Mar 2021,.,,
West of England,Somerset NHS Foundation Trust,Somerset Community Stroke Rehabilitation Units,Apr 2021-Mar 2022,.,,
West of England,Somerset NHS Foundation Trust,Somerset Community Stroke Rehabilitation Units,Apr 2022-Mar 2023,.,,
West of England,Somerset NHS Foundation Trust,Somerset Community Stroke Rehabilitation Units,Apr 2023-Mar 2024,.,,
West of England,University Hospitals Bristol and Weston NHS Foundation Trust,Weston General Hospital,Apr 2019-Mar 2020,.,,
West of England,University Hospitals Bristol and Weston NHS Foundation Trust,Weston General Hospital,Apr 2020-Mar 2021,.,,
West of England,University Hospitals Bristol and Weston NHS Foundation Trust,Weston General Hospital,Apr 2021-Mar 2022,.,,
West of England,University Hospitals Bristol and Weston NHS Foundation Trust,Weston General Hospital,Apr 2022-Mar 2023,.,,
West of England,University Hospitals Bristol and Weston NHS Foundation Trust,Weston General Hospital,Apr 2023-Mar 2024,.,,
West of England,Virgin Care Ltd,St Martin's Hospital - Sulis Unit,Apr 2019-Mar 2020,.,,
West of England,Virgin Care Ltd,St Martin's Hospital - Sulis Unit,Apr 2020-Mar 2021,.,,
West of England,Virgin Care Ltd,St Martin's Hospital - Sulis Unit,Apr 2021-Mar 2022,.,,
West of England,Virgin Care Ltd,St Martin's Hospital - Sulis Unit,Apr 2022-Mar 2023,.,,
West of England,Virgin Care Ltd,St Martin's Hospital - Sulis Unit,Apr 2023-Mar 2024,.,,
West of England,Wiltshire Health and Care,WHC Mulberry Stroke Rehabilitation Ward,Apr 2019-Mar 2020,.,,
West of England,Wiltshire Health and Care,WHC Mulberry Stroke Rehabilitation Ward,Apr 2020-Mar 2021,.,,
West of England,Wiltshire Health and Care,WHC Mulberry Stroke Rehabilitation Ward,Apr 2021-Mar 2022,.,,
West of England,Wiltshire Health and Care,WHC Mulberry Stroke Rehabilitation Ward,Apr 2022-Mar 2023,.,,
West of England,Wiltshire Health and Care,WHC Mulberry Stroke Rehabilitation Ward,Apr 2023-Mar 2024,.,,
Wales,Betsi Cadwaladr University Health Board,BCUHB-Centre Stroke Rehab at LLGH,Apr 2019-Mar 2020,.,,
Wales,Betsi Cadwaladr University Health Board,BCUHB-Centre Stroke Rehab at LLGH,Apr 2020-Mar 2021,.,,
Wales,Betsi Cadwaladr University Health Board,BCUHB-Centre Stroke Rehab at LLGH,Apr 2021-Mar 2022,.,,
Wales,Betsi Cadwaladr University Health Board,BCUHB-Centre Stroke Rehab at LLGH,Apr 2022-Mar 2023,.,,
Wales,Betsi Cadwaladr University Health Board,BCUHB-Centre Stroke Rehab at LLGH,Apr 2023-Mar 2024,.,,
Wales,Betsi Cadwaladr University Health Board,Deeside SSIR,Apr 2019-Mar 2020,.,,
Wales,Betsi Cadwaladr University Health Board,Deeside SSIR,Apr 2020-Mar 2021,.,,
Wales,Betsi Cadwaladr University Health Board,Deeside SSIR,Apr 2021-Mar 2022,.,,
Wales,Betsi Cadwaladr University Health Board,Deeside SSIR,Apr 2022-Mar 2023,.,,
Wales,Betsi Cadwaladr University Health Board,Deeside SSIR,Apr 2023-Mar 2024,.,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Eryri Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Eryri Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Eryri Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Eryri Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
Wales,Betsi Cadwaladr University Health Board,Ysbyty Eryri Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Cynon,Apr 2019-Mar 2020,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Cynon,Apr 2020-Mar 2021,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Cynon,Apr 2021-Mar 2022,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Cynon,Apr 2022-Mar 2023,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Cynon,Apr 2023-Mar 2024,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Rhondda,Apr 2019-Mar 2020,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Rhondda,Apr 2020-Mar 2021,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Rhondda,Apr 2021-Mar 2022,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Rhondda,Apr 2022-Mar 2023,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,Ysbyty Cwm Rhondda,Apr 2023-Mar 2024,.,,
Wales,Powys Teaching Health Board,Brecon War Memorial Hospital,Apr 2019-Mar 2020,.,,
Wales,Powys Teaching Health Board,Brecon War Memorial Hospital,Apr 2020-Mar 2021,.,,
Wales,Powys Teaching Health Board,Brecon War Memorial Hospital,Apr 2021-Mar 2022,.,,
Wales,Powys Teaching Health Board,Brecon War Memorial Hospital,Apr 2022-Mar 2023,.,,
Wales,Powys Teaching Health Board,Brecon War Memorial Hospital,Apr 2023-Mar 2024,.,,
Wales,Powys Teaching Health Board,Newtown Hospital,Apr 2019-Mar 2020,.,,
Wales,Powys Teaching Health Board,Newtown Hospital,Apr 2020-Mar 2021,.,,
Wales,Powys Teaching Health Board,Newtown Hospital,Apr 2021-Mar 2022,.,,
Wales,Powys Teaching Health Board,Newtown Hospital,Apr 2022-Mar 2023,.,,
Wales,Powys Teaching Health Board,Newtown Hospital,Apr 2023-Mar 2024,.,,
Wales,Swansea Bay University Local Health Board,Neath Port Talbot Hospital,Apr 2019-Mar 2020,.,,
Wales,Swansea Bay University Local Health Board,Neath Port Talbot Hospital,Apr 2020-Mar 2021,.,,
Wales,Swansea Bay University Local Health Board,Neath Port Talbot Hospital,Apr 2021-Mar 2022,.,,
Wales,Swansea Bay University Local Health Board,Neath Port Talbot Hospital,Apr 2022-Mar 2023,.,,
Wales,Swansea Bay University Local Health Board,Neath Port Talbot Hospital,Apr 2023-Mar 2024,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,YCR Discharge Planning team,Apr 2019-Mar 2020,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,YCR Discharge Planning team,Apr 2020-Mar 2021,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,YCR Discharge Planning team,Apr 2021-Mar 2022,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,YCR Discharge Planning team,Apr 2022-Mar 2023,.,,
Wales,Cwm Taf Morgannwg University Local Health Board,YCR Discharge Planning team,Apr 2023-Mar 2024,.,,
Northern Ireland,South Eastern Health and Social Care Trust,Lagan Valley Hospital,Apr 2019-Mar 2020,.,,
Northern Ireland,South Eastern Health and Social Care Trust,Lagan Valley Hospital,Apr 2020-Mar 2021,.,,
Northern Ireland,South Eastern Health and Social Care Trust,Lagan Valley Hospital,Apr 2021-Mar 2022,.,,
Northern Ireland,South Eastern Health and Social Care Trust,Lagan Valley Hospital,Apr 2022-Mar 2023,.,,
Northern Ireland,South Eastern Health and Social Care Trust,Lagan Valley Hospital,Apr 2023-Mar 2024,.,,
Northern Ireland,Southern Health and Social Care Trust,South Tyrone and Lurgan Hospitals,Apr 2019-Mar 2020,.,,
Northern Ireland,Southern Health and Social Care Trust,South Tyrone and Lurgan Hospitals,Apr 2020-Mar 2021,.,,
Northern Ireland,Southern Health and Social Care Trust,South Tyrone and Lurgan Hospitals,Apr 2021-Mar 2022,.,,
Northern Ireland,Southern Health and Social Care Trust,South Tyrone and Lurgan Hospitals,Apr 2022-Mar 2023,.,,
Northern Ireland,Southern Health and Social Care Trust,South Tyrone and Lurgan Hospitals,Apr 2023-Mar 2024,.,,
